suburb,livable,Education,Commercial,Environment,Medication,Secrity,Industrial,Prison,Transportation,BUS,TRAM STATION,TRAIN STATION
GLADSTONE PARK,3.7,6.0,1.0,2.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0
ASHWOOD,3.6500000000000004,6.0,0.0,3.0,0.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0
TOOTGAROOK,3.65,2.0,0.0,5.0,1.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0
BEACONSFIELD,3.6000000000000005,7.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,24.0,0.0,1.0
DERRIMUT,3.6,3.0,0.0,6.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0
COOLAROO,3.6,6.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,40.0,0.0,1.0
CAIRNLEA,3.55,3.0,0.0,6.0,2.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0
ASPENDALE,3.45,9.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,1.0
SEAHOLME,3.4499999999999997,2.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,1.0
MOUNT DANDENONG,3.4499999999999997,2.0,0.0,4.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0
OFFICER,3.3500000000000005,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,0.0,1.0
MARYSVILLE,3.35,1.0,0.0,10.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0
DELAHEY,3.35,5.0,0.0,2.0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0
HUGHESDALE,3.3000000000000003,6.0,0.0,0.0,1.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0
AINTREE,3.2500000000000004,1.0,0.0,7.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0
BURNSIDE,3.2500000000000004,1.0,0.0,7.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0
EDITHVALE,3.2500000000000004,3.0,0.0,3.0,1.0,0.0,0.0,0.0,30.0,29.0,0.0,1.0
BITTERN,3.25,2.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,1.0
PARK ORCHARDS,3.2,4.0,0.0,4.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0
WONTHAGGI,3.2,7.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EAGLEHAWK,3.1999999999999997,5.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ROSEDALE,3.1999999999999997,2.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SPOTSWOOD,3.1999999999999997,3.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,14.0,0.0,1.0
PORTARLINGTON,3.1999999999999997,2.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BALNARRING,3.1999999999999997,2.0,0.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
CLARINDA,3.1500000000000004,4.0,0.0,1.0,1.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0
RUTHERGLEN,3.1000000000000005,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEONGATHA,3.1,10.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PANTON HILL,3.1,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLIFTON SPRINGS,3.0999999999999996,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEMBROOK,3.0999999999999996,2.0,0.0,6.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0
LITTLE RIVER,3.0999999999999996,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KORUMBURRA,3.0999999999999996,4.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MARLO,3.0999999999999996,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTMEADOWS,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0
CAMPBELLFIELD,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,40.0,0.0,1.0
MICKLEHAM,2.9499999999999997,2.0,0.0,3.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0
BELL PARK,2.9000000000000004,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOORT,2.9000000000000004,4.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BROOKLYN,2.85,3.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0
CHADSTONE,2.85,5.0,0.0,2.0,1.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0
CORRYONG,2.8000000000000003,6.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAFALGAR,2.8,6.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WARBURTON,2.8,2.0,1.0,5.0,0.0,1.0,1.0,0.0,12.0,12.0,0.0,0.0
DRYSDALE,2.8,9.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BELLFIELD,2.7,3.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0
YARRAM,2.7,6.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DROUIN,2.7,7.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OUYEN,2.7,5.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NIDDRIE,2.6500000000000004,3.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,27.0,4.0,0.0
HURSTBRIDGE,2.6500000000000004,4.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0
WHITTLESEA,2.6500000000000004,7.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,23.0,0.0,0.0
KILMORE,2.6000000000000005,7.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
COHUNA,2.6,4.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
COLERAINE,2.6,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEALBA,2.5,3.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
QUEENSCLIFF,2.5,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ALEXANDRA,2.45,5.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
COWES,2.4000000000000004,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HOPETOUN,2.4000000000000004,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CASTLEMAINE,2.4000000000000004,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIMBOOLA,2.4000000000000004,6.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WARRACKNABEAL,2.4000000000000004,4.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DEEPDENE,2.4,2.0,0.0,3.0,1.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0
APOLLO BAY,2.4,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BAXTER,2.4,3.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,1.0
GISBORNE,2.3000000000000003,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BEECHWORTH,2.3000000000000003,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NHILL,2.3000000000000003,6.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PAYNESVILLE,2.3,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INVERLOCH,2.3,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BUNYIP,2.3,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CRESWICK,2.3,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RIPPLESIDE,2.3,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THOMSON,2.3,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAVANCORE,2.25,4.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,9.0,0.0
ALFREDTON,2.2,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANSFIELD,2.2,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WOODEND,2.2,4.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KOOYONG,2.2,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0
WHITTINGTON,2.2,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALBANVALE,2.1999999999999997,2.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0
LYNBROOK,2.1500000000000004,4.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0
KYNETON,2.1000000000000005,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BALACLAVA,2.1,4.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,6.0,1.0
BARANDUDA,2.1,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACCHUS MARSH,2.1,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DAYLESFORD,2.1,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CARRUM,2.1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,28.0,0.0,1.0
ABERFELDIE,2.1,5.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0
BOOLE POOLE,2.0999999999999996,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARDEER,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0
KINGSBURY,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,18.0,3.0,0.0
POINT LONSDALE,2.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOSTER,2.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MCCRAE,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0
BONBEACH,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,14.0,0.0,1.0
CREMORNE,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,9.0,1.0
EUMEMMERRING,1.9500000000000002,2.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
WOLLERT,1.9000000000000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0
WALLAN,1.9000000000000001,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WILLIAMS LANDING,1.9000000000000001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,26.0,0.0,1.0
BRIAR HILL,1.9000000000000001,4.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0
TALLANGATTA,1.9000000000000001,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SKIPTON,1.9,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KIALLA,1.9,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PETERBOROUGH,1.9,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MONT ALBERT,1.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,6.0,1.0
PEARCEDALE,1.85,3.0,0.0,2.0,0.0,0.0,1.0,0.0,15.0,15.0,0.0,0.0
MORTLAKE,1.8000000000000003,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KERANG,1.8000000000000003,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PENSHURST,1.8000000000000003,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HEATHCOTE,1.8000000000000003,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DARLEY,1.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOOLAP,1.7999999999999998,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CAULFIELD EAST,1.7000000000000002,3.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,10.0,3.0,1.0
KENNINGTON,1.7000000000000002,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARWON HEADS,1.7000000000000002,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGLESEA,1.7000000000000002,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DONALD,1.7000000000000002,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
STRATHTULLOH,1.7,1.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
PLENTY,1.7,1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0
BUNINYONG,1.6999999999999997,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LOWER PLENTY,1.65,2.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0
EILDON,1.65,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
CHARLTON,1.6,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
METUNG,1.6,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MURTOA,1.6,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TATURA,1.6,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TORRUMBARRY,1.6,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BURNLEY,1.5999999999999999,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0
YALLAMBIE,1.5500000000000003,2.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0
JACANA,1.5500000000000003,2.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0
MALDON,1.5000000000000002,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CALIFORNIA GULLY,1.5,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YARRAGON,1.5,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SEABROOK,1.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0
BEACONSFIELD UPPER,1.5,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CONNEWARRE,1.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MACEDON,1.5,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NARRE WARREN EAST,1.45,1.0,0.0,2.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0
BALLAN,1.4000000000000001,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BENDOC,1.4,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MERRIGUM,1.4,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KALORAMA,1.4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0
ROMSEY,1.4,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EYNESBURY,1.4,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREAT WESTERN,1.4,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCKINNON,1.35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0,0.0,1.0
ROCKBANK,1.35,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
LYNDHURST,1.3499999999999999,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,1.0
SEDDON,1.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,18.0,0.0,1.0
LINDENOW,1.3,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HUNTLY,1.2999999999999998,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOTANIC RIDGE,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0
BANGHOLME,1.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0
LYSTERFIELD,1.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0
GARFIELD,1.2000000000000002,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONGWARRY,1.2000000000000002,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORINELLA,1.2000000000000002,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DONNYBROOK,1.2000000000000002,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
TOORADIN,1.2000000000000002,2.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
TONGALA,1.2000000000000002,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BAROOGA,1.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPE WOOLAMAI,1.2,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPPALOCK,1.2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLYDE,1.1500000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0
MADDINGLEY,1.1,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NATIMUK,1.1,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
QUAMBATOOK,1.1,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW GISBORNE,1.1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEASPRAY,1.0999999999999999,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYORA,1.0999999999999999,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARINGHUP,1.0999999999999999,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRISTMAS HILLS,1.0999999999999999,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARRIETVILLE,1.0999999999999999,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATTWOOD,1.05,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
COBBLEBANK,1.0499999999999998,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
EAGLEMONT,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,1.0
LANCEFIELD,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
LENEVA,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TANGAMBALANGA,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NERRINA,0.9000000000000001,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWINGTON,0.9000000000000001,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRATHFIELDSAYE,0.9000000000000001,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOUNT MACEDON,0.9000000000000001,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAKE GARDENS,0.9000000000000001,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DELACOMBE,0.9000000000000001,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROADFORD,0.9,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
BREAKWATER,0.8999999999999999,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRUMCONDRA,0.8999999999999999,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEVERIDGE,0.8500000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0
SEVILLE,0.8500000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0
IRONBARK,0.8,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WURRUK,0.8,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARNOLD,0.8,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAKIE,0.8,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNOWSLEY,0.8,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIPPONLEA,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,4.0,1.0
LOCH,0.8,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BONEO,0.8,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPSOM,0.8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONGLEA,0.8,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWBRIDGE,0.8,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARTMOUTH,0.8,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOWANBRAE,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0
YAN YEAN,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0
DALYSTON,0.8,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINGSVILLE,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0
KALLISTA,0.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
RIDDELLS CREEK,0.7000000000000001,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TALLYGAROOPNA,0.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUCAS,0.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RED HILL,0.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REDAN,0.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUMBALK,0.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YINNAR,0.7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THOONA,0.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERRIJIG,0.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EASTWOOD,0.7,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARMSTRONG CREEK,0.6000000000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKYE,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0
KALKALLO,0.6000000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
BRANXHOLME,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HAWKESDALE,0.6000000000000001,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KALIMNA,0.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERRIMU,0.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARSHALL,0.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANADIAN,0.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EUREKA,0.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINGLAKE,0.55,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
BLIND BIGHT,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0
MURRAYDALE,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEXHAM,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BELLBRAE,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAWONGA SOUTH,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYRNIONG,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARCHERTON,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARKERS CREEK,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BANNOCKBURN,0.5,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
