suburb,livable,Education,Commercial,Environment,Medication,Secrity,Industrial,Prison,Transportation,BUS,TRAM STATION,TRAIN STATION
PORTSEA,3.3499999999999996,0.0,1.0,17.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0
CLIFTON HILL,3.3,4.0,0.0,7.0,0.0,0.0,0.0,0.0,20.0,16.0,3.0,1.0
DRYSDALE,3.25,9.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPEL SOUND,3.1999999999999997,1.0,0.0,4.0,1.0,0.0,0.0,0.0,43.0,43.0,0.0,0.0
BROOKFIELD,3.15,2.0,0.0,8.0,1.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0
ALBION,3.15,3.0,0.0,5.0,2.0,0.0,0.0,0.0,23.0,22.0,0.0,1.0
CAMPBELLFIELD,3.15,3.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,40.0,0.0,1.0
WONTHAGGI,3.1,7.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WESTMEADOWS,3.1,3.0,0.0,1.0,1.0,1.0,0.0,0.0,36.0,36.0,0.0,0.0
WINCHELSEA,3.0999999999999996,3.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EDITHVALE,3.0500000000000003,3.0,0.0,3.0,1.0,0.0,0.0,0.0,30.0,29.0,0.0,1.0
TOOTGAROOK,3.0500000000000003,2.0,0.0,5.0,1.0,0.0,0.0,0.0,31.0,31.0,0.0,0.0
MOUNT DANDENONG,3.0500000000000003,2.0,0.0,4.0,0.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0
CHADSTONE,3.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0
DERRIMUT,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0
PARK ORCHARDS,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0
KILMORE,2.95,7.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
STRATFORD,2.9499999999999997,3.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BRIGHT,2.9499999999999997,3.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BELL PARK,2.85,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAIRNLEA,2.8499999999999996,3.0,0.0,6.0,2.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0
DROUIN,2.8,7.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CORRYONG,2.8,6.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MICKLEHAM,2.7,2.0,0.0,3.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,0.0
BROOKLYN,2.7,3.0,0.0,3.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0
CASTLEMAINE,2.7,7.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARLEY,2.6999999999999997,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GISBORNE,2.6500000000000004,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BEECHWORTH,2.6500000000000004,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DIGGERS REST,2.65,2.0,0.0,9.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,1.0
WALLAN,2.65,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
YARRAM,2.65,6.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
EAGLEHAWK,2.65,5.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAFALGAR,2.65,6.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SPOTSWOOD,2.5999999999999996,3.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,14.0,0.0,1.0
NIDDRIE,2.5999999999999996,3.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,27.0,4.0,0.0
KORUMBURRA,2.5,4.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OUYEN,2.5,5.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NHILL,2.5,6.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HOPETOUN,2.5,6.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DIMBOOLA,2.5,6.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ABERFELDIE,2.45,5.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0
ALEXANDRA,2.4000000000000004,5.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
RUTHERGLEN,2.4,4.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEMBROOK,2.4,2.0,0.0,6.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0
KYNETON,2.3499999999999996,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BOORT,2.3499999999999996,4.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KEALBA,2.3499999999999996,3.0,0.0,3.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0
AINTREE,2.3,1.0,0.0,7.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0
WOLLERT,2.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0
BURNSIDE,2.3,1.0,0.0,7.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0
HURSTBRIDGE,2.3,4.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0
SEAHOLME,2.3,2.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,1.0
BELLFIELD,2.25,3.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0
LYNBROOK,2.25,4.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0
KENNINGTON,2.25,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINGSBURY,2.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,18.0,3.0,0.0
BITTERN,2.25,2.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,1.0
CARRUM,2.25,2.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,28.0,0.0,1.0
MANSFIELD,2.2,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BACCHUS MARSH,2.2,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
COHUNA,2.2,4.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WARRACKNABEAL,2.2,4.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DAYLESFORD,2.2,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KERANG,2.1999999999999997,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MORTLAKE,2.1999999999999997,6.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BALNARRING,2.15,2.0,0.0,8.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
BRIAR HILL,2.15,4.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0
WARBURTON,2.1,2.0,1.0,5.0,0.0,1.0,1.0,0.0,12.0,12.0,0.0,0.0
BAXTER,2.0999999999999996,3.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,1.0
PORTARLINGTON,2.05,2.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ROSEDALE,2.05,2.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
COWES,2.05,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CRESWICK,2.05,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TALLANGATTA,2.05,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CHARLTON,2.05,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WOODEND,2.05,4.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BUNYIP,2.05,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BALACLAVA,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,6.0,1.0
TRAVANCORE,2.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,9.0,0.0
BONBEACH,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,14.0,0.0,1.0
ALBANVALE,1.9500000000000002,2.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0
ALFREDTON,1.95,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCCRAE,1.95,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0
WHITTINGTON,1.95,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLERAINE,1.95,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THOMSON,1.95,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARLO,1.9499999999999997,2.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LITTLE RIVER,1.9499999999999997,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARYSVILLE,1.9499999999999997,1.0,0.0,10.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0
CLIFTON SPRINGS,1.9499999999999997,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOSTER,1.9,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
APOLLO BAY,1.9,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TATURA,1.9,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
QUEENSCLIFF,1.9,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MURTOA,1.9,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PEARCEDALE,1.8499999999999999,3.0,0.0,2.0,0.0,0.0,1.0,0.0,15.0,15.0,0.0,0.0
CAULFIELD EAST,1.7999999999999998,3.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,10.0,3.0,1.0
PAYNESVILLE,1.7999999999999998,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PANTON HILL,1.7999999999999998,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARDEER,1.75,2.0,0.0,3.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0
DONALD,1.75,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
WILLIAMS LANDING,1.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,26.0,0.0,1.0
MONT ALBERT,1.6500000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,6.0,1.0
DEEPDENE,1.65,2.0,0.0,3.0,1.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0
BARANDUDA,1.65,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BALLAN,1.6,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
YARRAGON,1.6,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JACANA,1.6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0
INVERLOCH,1.5999999999999999,2.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HEATHCOTE,1.5999999999999999,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PENSHURST,1.5999999999999999,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
YALLAMBIE,1.55,2.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0
BANGHOLME,1.5499999999999998,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0
EUMEMMERRING,1.5499999999999998,2.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
LOWER PLENTY,1.5499999999999998,2.0,0.0,2.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0
ROMSEY,1.5,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERRIGUM,1.5,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOTANIC RIDGE,1.4500000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0
MCKINNON,1.4500000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0,0.0,1.0
CLYDE,1.45,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0
TONGALA,1.45,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SKIPTON,1.45,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MALDON,1.45,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MACEDON,1.45,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SEABROOK,1.4,2.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0
CREMORNE,1.4,1.0,0.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,9.0,1.0
LANCEFIELD,1.4,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
KIALLA,1.35,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EILDON,1.35,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
PLENTY,1.35,1.0,0.0,3.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0
CALIFORNIA GULLY,1.3499999999999999,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEACONSFIELD UPPER,1.3499999999999999,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIPPLESIDE,1.3499999999999999,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW GISBORNE,1.3499999999999999,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYNDHURST,1.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,1.0
LINDENOW,1.2999999999999998,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ATTWOOD,1.2999999999999998,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
ANGLESEA,1.2999999999999998,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BUNINYONG,1.2999999999999998,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BARWON HEADS,1.2999999999999998,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ROCKBANK,1.25,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0
MOOLAP,1.25,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TOORADIN,1.2000000000000002,2.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
TORRUMBARRY,1.2,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONGWARRY,1.2,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GARFIELD,1.2,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METUNG,1.2,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CORINELLA,1.2,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MADDINGLEY,1.2,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRATHTULLOH,1.2,1.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
POINT LONSDALE,1.2,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NARRE WARREN EAST,1.2,1.0,0.0,2.0,1.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0
LYSTERFIELD,1.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0
SEDDON,1.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,18.0,0.0,1.0
KOOYONG,1.15,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,1.0
BENDOC,1.15,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TANGAMBALANGA,1.15,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DONNYBROOK,1.1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
KALORAMA,1.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0
BEVERIDGE,1.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0
BURNLEY,1.05,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0
SEVILLE,1.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0
STRATHFIELDSAYE,1.0499999999999998,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DELACOMBE,1.0499999999999998,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROADFORD,1.0499999999999998,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LAKE GARDENS,1.0499999999999998,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUNTLY,1.0499999999999998,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOUNT MACEDON,1.0499999999999998,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWINGTON,1.0499999999999998,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NERRINA,1.0499999999999998,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOOLE POOLE,1.0499999999999998,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUAMBATOOK,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NATIMUK,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PETERBOROUGH,0.9999999999999999,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RIDDELLS CREEK,0.9999999999999999,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
YAN YEAN,0.9000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0
ARMSTRONG CREEK,0.8999999999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LENEVA,0.8999999999999999,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREAT WESTERN,0.8999999999999999,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EYNESBURY,0.8999999999999999,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINGSVILLE,0.8500000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0
LOCH,0.85,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KALKALLO,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
GOWANBRAE,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.0
CONNEWARRE,0.75,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUCAS,0.75,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEASPRAY,0.75,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REDAN,0.75,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUMBALK,0.75,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TALLYGAROOPNA,0.75,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYORA,0.75,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RED HILL,0.75,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRISTMAS HILLS,0.75,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THOONA,0.75,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARINGHUP,0.75,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERRIJIG,0.75,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAWKESDALE,0.75,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EASTWOOD,0.75,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HARRIETVILLE,0.75,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YINNAR,0.75,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAGLEMONT,0.7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,1.0
SKYE,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0
FORREST,0.7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BANNOCKBURN,0.7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KALLISTA,0.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0
HUNTINGDALE,0.6000000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
RIPPONLEA,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,4.0,1.0
BELLARINE,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUXTON,0.6,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
CALLIGNEE,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARLISLE RIVER,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAROOGA,0.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BONEO,0.6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRONBARK,0.6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPE WOOLAMAI,0.6,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPSOM,0.6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPPALOCK,0.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAKIE,0.6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WURRUK,0.6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COBBLEBANK,0.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
ARNOLD,0.6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LONGLEA,0.6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARTMOUTH,0.6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEWBRIDGE,0.6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNOWSLEY,0.6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DALYSTON,0.6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLIND BIGHT,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0
BRANXHOLME,0.55,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KINGLAKE,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
GARDENVALE,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0
BARKERS CREEK,0.44999999999999996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MURRAYDALE,0.44999999999999996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BREAKWATER,0.44999999999999996,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAWONGA SOUTH,0.44999999999999996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWAN REACH,0.44999999999999996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYRNIONG,0.44999999999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BELLBRAE,0.44999999999999996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUILDFORD,0.44999999999999996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRIFFIELD,0.44999999999999996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRATHMERTON,0.44999999999999996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
